Txp No	Source	Date	Freq	Pol	Mode	SR-FEC	Provider Name	Encryption	ONID-TID	FootPrints	EIRP(dBW)	Comments	Row
80	Tururu|ClubSat	15.05.2018	12012	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1080	1M Widebeam			274
81	Hendrik	12.03.2020	12032	H	DVB-S2/QPSK|MPEG-4	27500 9/10		VideoGuard	133-4	1N Europe		Cinema Premieren|Cinema Thriller HD|on|Sky Cinema|Cinema Nostalgie|left	275
82	satkingdom	12.03.2014	12051	V	DVB-S/MPEG-2	27500 3/4			1-1082	1M Europe			277
83	Hendrik	26.03.2019	12070	H	DVB-S2/QPSK	27500 9/10				1N Europe			288
84	Hendrik	27.11.2018	12090	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1084	1M Europe			289
85	satkingdom	20.03.2014	12110	H	DVB-S/MPEG-2	27500 3/4			1-1073	1M Europe			290
86	Hendrik	08.10.2019	12129	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1086	1N Europe			301
87	Hendrik	10.09.2019	12148	H	DVB-S/MPEG-2|DVB-S/MPEG-4	27500 3/4			133-7	1N Europe			303
88	Tururu|ClubSat	15.05.2018	12168	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1088	1N Europe			315
89	Hendrik	10.10.2018	12188	H	DVB-S/MPEG-2	27500 3/4			1-1089	1L			317
90	Hendrik	27.11.2018	12207	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1090	1N Europe			330
91	Hendrik	27.11.2018	12226	H	DVB-S/MPEG-2	27500 3/4			1-1091	1L			334
92	Hendrik	16.07.2019	12246	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1092	1N Europe			344
93	Hendrik	28.06.2014	12266	H	DVB-S/MPEG-2	27500 3/4			1-1093	1M Europe			345
94	Chadli_sat	22.09.2015	12285	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1094	1N Europe			348
95	Hendrik	12.03.2020	12304	H	DVB-S2/QPSK|MPEG-4	27500 9/10		VideoGuard	133-12	1N Europe		Cinema Best Of HD|on|Cinema Hits HD|left	349
96	Hendrik	27.11.2018	12324	V	DVB-S2/8PSK|MPEG-4|HEVC	29700 2/3		Nagravision	1-1096	1N Europe			351
97	P.Piotrowski	09.12.2019	12344	H	DVB-S2/8PSK|HEVC	30000 2/3			1-1097	1M Europe			352
98	R.László	26.05.2014	12363	V	DVB-S/MPEG-2	27500 3/4	Canal+ France		1-1098	1N Europe			355
99	Hendrik	12.03.2020	12382	H	DVB-S2/8PSK|MPEG-4	27500 3/4		VideoGuard	133-11	1N Europe		Cinema|Premieren +24|on|Cinema +1|Cinema +24|left	356
100	Hendrik	14.01.2020	12402	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1100	1N Europe		eSPORTS1 HD|encrypted	357
101	Hendrik	14.04.2014	12422	H	DVB-S/MPEG-2|DVB-S/MPEG-4	27500 3/4			1-1201	1M Europe			359
102	Hendrik	18.03.2020	12441	V	DVB-S2/8PSK|MPEG-4	29700 2/3		NagravisionM|Viaccess6.0	1-1102	1N Europe		Extreme Sports HD|left	374
103	Hendrik|Tururu	05.06.2019	12460	H	DVB-S/MPEG-2|DVB-S/MPEG-4	27500 3/4			133-5	1M Europe			375
104	Hendrik|Tururu	05.06.2018	12480	V	DVB-S/MPEG-2|DVB-S/MPEG-4	27500 3/4			133-33	1M Europe			388
105	Hendrik|Tururu	05.03.2019	12515	H	DVB-S/MPEG-2|DVB-S/MPEG-4	22000 5/6			53-1105	1L			402
106	Hendrik|Tururu	12.07.2016	12522	V	DVB-S2/8PSK|MPEG-4					1N Europe		Canal+ France|package|left	414
107	Hendrik	01.09.2016	12545	H	DVB-S/MPEG-2	22000 5/6			1-1107	1L			415
108	Hendrik|Tururu	04.03.2018	12552	V	DVB-S/MPEG-2|DVB-S/MPEG-4	22000 5/6			1-1108	1N Europe			425
109	Hendrik|Tururu	06.07.2016	12574	H	DVB-S2/8PSK|MPEG-4	22000 2/3		Irdeto2|Nagravision3|VideoGuard	11-1109	1L			431
110	Hendrik|Tururu|Martin.cz	02.01.2017	12581	V	DVB-S2/8PSK|HEVC					1N Europe		Canal+|en Ultra HD|promo|left	435
111	D.Shimoni|Andrei|Chadli_sat	05.03.2014	12604	H	DVB-S/MPEG-2|DVB-S/MPEG-4	22000 5/6			1-1111	1N Europe			436
112	Hendrik|Tururu|Europesat	08.11.2016	12610	V	DVB-S2/8PSK|MPEG-4					1L		Canal+ France|package|left	446
113	Hendirk	16.11.2019	12633	H	DVB-S/MPEG-2|DVB-S/MPEG-4	22000 5/6			1-1113	1N Europe			447
115	Hendrik	29.10.2018	12663	H	DVB-S/MPEG-2|DVB-S/MPEG-4	22000 5/6			1-1115	1N Europe			475
116	D.Shimoni	15.01.2020	12670	V	DVB-S2/16APSK	23500 2/3	Data			1N Europe			488
117	Martin.cz	17.05.2018	12692	H	DVB-S/MPEG-2|DVB-S/MPEG-4	22000 5/6		BetaCrypt|Cryptoworks|Irdeto2|Nagravision3|VideoGuard	1-1117	1N Europe			489
118	Yulius	15.07.2018	12699	V	DVB-S2/8PSK					1L			498
119	Hendrik|Tururu	25.05.2018	12722	H	DVB-S2/8PSK|MPEG-4					1L		PMC HD|info card|left	499
120	ClubSat	30.03.2016	12728	V	DVB-S2/8PSK|MPEG-4	22000 2/3		NagravisionM|Viaccess6.0	1-1120	1L			500
Ka4	Onacila	06.06.2016	18366	V	DVB-S2/QPSK|MPEG-4	15000 1/2	Data			1L Ka-band			501
Ka5	Onacila	23.02.2013	18411	H	DVB-S2/16APSK	6500 Auto	Data			1L Ka-band			502
Ka10	Onacila	29.12.2013	18505	V	DVB-S/QPSK	2500 1/4	Data			1L Ka-band			503
Ka10	Onacila	15.09.2013	18509	V	DVB-S2/32APSK|ACM/VCM	5200 3/4	Data			1L Ka-band			504
Ka10	Onacila	26.07.2014	18515	V	DVB-S2/8PSK	3630 2/3	SIS feed			1L Ka-band			505
Ka10	Onacila	20.07.2014	18538	V	DVB-S2/8PSK	3344 3/4	SIS feed			1L Ka-band			506
Ka10	Onacila	16.11.2014	18556	V	DVB-S2/8PSK|MPEG-2	3630 2/3	ITV Newsnet		1|0-0	1L Ka-band			507
Ka10	Onacila	27.04.2014	18561	V	DVB-S2/32APSK|ACM/VCM	2500 3/4	Data			1L Ka-band			508
Ka10	Onacila	30.08.2014	18567	V	DVB-S2/32APSK|ACM/VCM	1000 3/4	Data			1L Ka-band			509
Ka19	Onacila	29.12.2013	18754	H	DVB-S/QPSK	4500 3/4	feed			1L Ka-band			510
Ka19	Onacila	18.09.2013	18760	H	DVB-S/QPSK	4875 2/3	feed			1L Ka-band			511
Ka19	Onacila	20.07.2014	18760	H	DVB-S2/8PSK	5500 2/3	feed			1L Ka-band			512
Ka19	Onacila	23.02.2013	18762	H	DVB-S/QPSK	4333 3/4	Teleippica feed			1L Ka-band			513
Ka19	Onacila	20.07.2014	18766	H	DVB-S2/8PSK|MPEG-4	3110 1/2	Unire Sat		1|65535-1	1L Ka-band			514
